CODGEO	REG	DEP	ARR	LIBGEO	P10_POP
02299	22	02	022	Évergnicourt	566
02301	22	02	022	Faucoucourt	311
02302	22	02	024	Faverolles	343
02303	22	02	023	Fayet	588
02304	22	02	022	La Fère	3037
02305	22	02	021	Fère-en-Tardenois	3270
02306	22	02	023	La Ferté-Chevresis	589
02307	22	02	021	La Ferté-Milon	2240
02308	22	02	025	Fesmy-le-Sart	490
02309	22	02	022	Festieux	604
02310	22	02	023	Fieulaine	281
02311	22	02	024	Filain	137
02312	22	02	025	La Flamengrie	1102
02313	22	02	025	Flavigny-le-Grand-et-Beaurain	473
02315	22	02	023	Flavy-le-Martel	1636
02316	22	02	024	Fleury	129
02317	22	02	023	Fluquières	213
02318	22	02	022	Folembray	1504
02319	22	02	023	Fonsomme	535
02320	22	02	023	Fontaine-lès-Clercs	289
02321	22	02	025	Fontaine-lès-Vervins	987
02322	22	02	023	Fontaine-Notre-Dame	384
02323	22	02	023	Fontaine-Uterte	127
02324	22	02	025	Fontenelle	289
02325	22	02	021	Fontenelle-en-Brie	210
02326	22	02	024	Fontenoy	494
02327	22	02	023	Foreste	184
02328	22	02	021	Fossoy	577
02329	22	02	022	Fourdrain	404
02330	22	02	023	Francilly-Selency	465
02331	22	02	025	Franqueville	130
02332	22	02	021	Fresnes-en-Tardenois	253
02333	22	02	022	Fresnes	152
02334	22	02	023	Fresnoy-le-Grand	3096
02335	22	02	022	Fressancourt	210
02336	22	02	022	Frières-Faillouël	985
02337	22	02	025	Froidestrées	208
02338	22	02	022	Froidmont-Cohartille	238
02339	22	02	021	Gandelu	679
02340	22	02	023	Gauchy	5443
02341	22	02	025	Gercy	295
02342	22	02	025	Gergny	152
02343	22	02	023	Germaine	66
02344	22	02	022	Gernicourt	50
02345	22	02	023	Gibercourt	45
02346	22	02	022	Gizy	684
02347	22	02	021	Gland	497
02348	22	02	024	Glennes	226
02349	22	02	022	Goudelancourt-lès-Berrieux	63
02350	22	02	022	Goudelancourt-lès-Pierrepont	142
02351	22	02	021	Goussancourt	110
02352	22	02	023	Gouy	591
02353	22	02	022	Grandlup-et-Fay	320
02354	22	02	022	Grandrieux	88
02355	22	02	023	Gricourt	869
02356	22	02	021	Grisolles	193
02357	22	02	025	Gronard	73
02358	22	02	025	Grougis	385
02359	22	02	023	Grugies	1121
02360	22	02	022	Guignicourt	2111
02361	22	02	025	Guise	5173
02362	22	02	022	Guivry	263
02363	22	02	022	Guny	446
02364	22	02	022	Guyencourt	225
02366	22	02	025	Hannapes	289
02367	22	02	023	Happencourt	148
02368	22	02	024	Haramont	611
02369	22	02	025	Harcigny	249
02370	22	02	023	Hargicourt	557
02371	22	02	023	Harly	1707
02372	22	02	024	Hartennes-et-Taux	333
02373	22	02	025	Hary	222
02374	22	02	023	Lehaucourt	912
02375	22	02	021	Hautevesnes	158
02376	22	02	025	Hauteville	167
02377	22	02	025	Haution	147
02378	22	02	025	La Hérie	153
02379	22	02	025	Le Hérie-la-Viéville	239
02380	22	02	023	Hinacourt	33
02381	22	02	025	Hirson	9383
02382	22	02	023	Holnon	1433
02383	22	02	023	Homblières	1471
02384	22	02	025	Houry	63
02385	22	02	025	Housset	173
02386	22	02	025	Iron	222
02387	22	02	023	Itancourt	1118
02388	22	02	025	Iviers	210
02389	22	02	021	Jaulgonne	666
02390	22	02	023	Jeancourt	238
02391	22	02	025	Jeantes	217
02392	22	02	023	Joncourt	322
02393	22	02	024	Jouaignes	170
02395	22	02	022	Jumencourt	154
02396	22	02	022	Jumigny	69
02397	22	02	023	Jussy	1243
02398	22	02	024	Juvigny	280
02399	22	02	022	Juvincourt-et-Damary	493
02400	22	02	024	Laffaux	147
02401	22	02	025	Laigny	220
02402	22	02	023	Lanchy	52
02403	22	02	025	Landifay-et-Bertaignemont	292
02404	22	02	025	Landouzy-la-Cour	167
02405	22	02	025	Landouzy-la-Ville	526
02406	22	02	022	Landricourt	127
02407	22	02	022	Laniscourt	175
02408	22	02	022	Laon	25986
02409	22	02	022	Lappion	295
02410	22	02	024	Largny-sur-Automne	234
02411	22	02	021	Latilly	213
02412	22	02	024	Launoy	102
02413	22	02	022	Laval-en-Laonnois	255
02414	22	02	025	Lavaqueresse	212
02415	22	02	024	Laversine	152
02416	22	02	025	Lemé	447
02417	22	02	023	Lempire	108
02418	22	02	025	Lerzy	219
02419	22	02	025	Leschelle	296
02420	22	02	023	Lesdins	854
02421	22	02	024	Lesges	83
02422	22	02	025	Lesquielles-Saint-Germain	859
02423	22	02	022	Leuilly-sous-Coucy	413
02424	22	02	024	Leury	104
02425	22	02	025	Leuze	162
02426	22	02	023	Levergies	587
02427	22	02	024	Lhuys	149
02428	22	02	021	Licy-Clignon	87
02429	22	02	022	Lierval	115
02430	22	02	022	Liesse-Notre-Dame	1275
02431	22	02	022	Liez	435
02432	22	02	024	Limé	188
02433	22	02	022	Lislet	239
02434	22	02	022	Lizy	269
02435	22	02	025	Logny-lès-Aubenton	77
02438	22	02	024	Longpont	294
02439	22	02	024	Longueval-Barbonval	485
02440	22	02	022	Lor	142
02441	22	02	024	Louâtre	213
02442	22	02	021	Loupeigne	78
02443	22	02	021	Lucy-le-Bocage	175
02444	22	02	025	Lugny	126
02445	22	02	025	Luzoir	290
02446	22	02	023	Ly-Fontaine	120
02447	22	02	024	Maast-et-Violaine	160
02448	22	02	022	Mâchecourt	122
02449	22	02	021	Macogny	81
02450	22	02	025	Macquigny	374
02451	22	02	023	Magny-la-Fosse	128
02452	22	02	023	Maissemy	245
02453	22	02	022	Maizy	425
02454	22	02	022	La Malmaison	411
02455	22	02	025	Malzy	194
02456	22	02	022	Manicamp	309
02457	22	02	022	Marchais	379
02458	22	02	021	Marchais-en-Brie	275
02459	22	02	023	Marcy	157
02460	22	02	022	Marcy-sous-Marle	220
02461	22	02	022	Marest-Dampcourt	336
02462	22	02	021	Mareuil-en-Dôle	248
02463	22	02	025	Marfontaine	84
02464	22	02	024	Margival	320
02465	22	02	021	Marigny-en-Orxois	462
02466	22	02	021	Marizy-Sainte-Geneviève	130
02467	22	02	021	Marizy-Saint-Mard	59
02468	22	02	022	Marle	2351
02469	22	02	025	Marly-Gomont	414
02470	22	02	025	Martigny	452
02471	22	02	022	Martigny-Courpierre	118
02472	22	02	022	Mauregny-en-Haye	434
02473	22	02	022	Mayot	171
02474	22	02	022	Mennessis	419
02475	22	02	022	Menneville	408
02476	22	02	025	Mennevret	664
02477	22	02	024	Mercin-et-Vaux	940
02478	22	02	022	Merlieux-et-Fouquerolles	273
02479	22	02	024	Merval	88
02480	22	02	022	Mesbrecourt-Richecourt	298
02481	22	02	023	Mesnil-Saint-Laurent	450
02482	22	02	022	Meurival	52
02483	22	02	023	Mézières-sur-Oise	542
02484	22	02	021	Mézy-Moulins	523
02485	22	02	024	Missy-aux-Bois	108
02486	22	02	022	Missy-lès-Pierrepont	114
02487	22	02	024	Missy-sur-Aisne	684
02488	22	02	025	Molain	147
02489	22	02	022	Molinchart	317
02490	22	02	022	Monampteuil	137
02491	22	02	025	Monceau-le-Neuf-et-Faucouzy	345
02492	22	02	022	Monceau-lès-Leups	473
02493	22	02	022	Monceau-le-Waast	243
02494	22	02	025	Monceau-sur-Oise	121
02495	22	02	025	Mondrepuis	1008
02496	22	02	021	Monnes	118
02497	22	02	022	Mons-en-Laonnois	1149
02498	22	02	022	Montaigu	732
02499	22	02	022	Montbavin	41
02500	22	02	023	Montbrehain	807
02501	22	02	022	Montchâlons	64
02502	22	02	022	Montcornet	1543
02503	22	02	023	Mont-d'Origny	860
02504	22	02	023	Montescourt-Lizerolles	1684
02505	22	02	021	Montfaucon	181
02506	22	02	024	Montgobert	198
02507	22	02	024	Montgru-Saint-Hilaire	34
02508	22	02	022	Monthenault	120
02509	22	02	021	Monthiers	152
02510	22	02	021	Monthurel	150
02511	22	02	023	Montigny-en-Arrouaise	300
02512	22	02	021	Montigny-l'Allier	272
02513	22	02	022	Montigny-le-Franc	158
02514	22	02	024	Montigny-Lengrain	668
02515	22	02	021	Montigny-lès-Condé	79
02516	22	02	022	Montigny-sous-Marle	74
02517	22	02	022	Montigny-sur-Crécy	309
02518	22	02	021	Montlevon	248
02519	22	02	022	Montloué	157
02520	22	02	024	Mont-Notre-Dame	677
02521	22	02	021	Montreuil-aux-Lions	1396
02522	22	02	025	Mont-Saint-Jean	80
02523	22	02	024	Mont-Saint-Martin	85
02524	22	02	021	Mont-Saint-Père	686
02525	22	02	023	Morcourt	596
02526	22	02	022	Morgny-en-Thiérache	110
02527	22	02	024	Morsain	426
02528	22	02	024	Mortefontaine	239
02529	22	02	022	Mortiers	207
02530	22	02	022	Moulins	99
02531	22	02	022	Moussy-Verneuil	127
02532	22	02	023	Moÿ-de-l'Aisne	993
02533	22	02	024	Muret-et-Crouttes	139
02534	22	02	022	Muscourt	44
02535	22	02	025	Nampcelles-la-Cour	137
02536	22	02	024	Nampteuil-sous-Muret	85
02537	22	02	024	Nanteuil-la-Fosse	147
02538	22	02	021	Nanteuil-Notre-Dame	67
02539	22	02	023	Nauroy	691
02540	22	02	021	Nesles-la-Montagne	1210
02541	22	02	022	Neufchâtel-sur-Aisne	416
02542	22	02	022	Neuflieux	95
02543	22	02	021	Neuilly-Saint-Front	2175
02544	22	02	025	Neuve-Maison	616
02545	22	02	022	La Neuville-Bosmont	183
02546	22	02	022	La Neuville-en-Beine	178
02547	22	02	025	La Neuville-Housset	63
02548	22	02	025	La Neuville-lès-Dorengt	385
02549	22	02	023	Neuville-Saint-Amand	893
02550	22	02	022	Neuville-sur-Ailette	96
02551	22	02	024	Neuville-sur-Margival	117
02552	22	02	023	Neuvillette	196
02553	22	02	022	Nizy-le-Comte	257
02554	22	02	021	Nogentel	1019
02555	22	02	021	Nogent-l'Artaud	2137
02556	22	02	022	Noircourt	90
02557	22	02	024	Noroy-sur-Ourcq	158
02558	22	02	025	Le Nouvion-en-Thiérache	2807
02559	22	02	022	Nouvion-et-Catillon	535
02560	22	02	022	Nouvion-le-Comte	273
02561	22	02	022	Nouvion-le-Vineux	162
02562	22	02	024	Nouvron-Vingré	226
02563	22	02	025	Noyales	171
02564	22	02	024	Noyant-et-Aconin	476
02565	22	02	022	OEuilly	277
02566	22	02	022	Ognes	1174
02567	22	02	025	Ohis	307
02568	22	02	024	Oigny-en-Valois	142
02569	22	02	025	Oisy	428
02570	22	02	023	Ollezy	166
02571	22	02	023	Omissy	807
02572	22	02	022	Orainville	492
02573	22	02	022	Orgeval	72
02574	22	02	025	Origny-en-Thiérache	1548
02575	22	02	023	Origny-Sainte-Benoite	1726
02576	22	02	024	Osly-Courtil	297
02577	22	02	024	Ostel	80
02578	22	02	022	Oulches-la-Vallée-Foulon	63
02579	22	02	024	Oulchy-la-Ville	127
02580	22	02	024	Oulchy-le-Château	833
02581	22	02	024	Paars	284
02582	22	02	022	Paissy	70
02583	22	02	022	Pancy-Courtecon	43
02584	22	02	025	Papleux	108
02585	22	02	024	Parcy-et-Tigny	249
02586	22	02	022	Parfondeval	155
02587	22	02	022	Parfondru	346
02588	22	02	022	Pargnan	62
02589	22	02	024	Pargny-Filain	234
02590	22	02	021	Pargny-la-Dhuys	170
02591	22	02	022	Pargny-les-Bois	136
02592	22	02	023	Parpeville	241
02593	22	02	024	Pasly	1021
02594	22	02	021	Passy-en-Valois	164
02595	22	02	021	Passy-sur-Marne	152
02596	22	02	021	Pavant	799
02597	22	02	024	Perles	80
02598	22	02	024	Pernant	708
02599	22	02	022	Pierremande	276
02600	22	02	022	Pierrepont	394
02601	22	02	022	Pignicourt	164
02602	22	02	022	Pinon	1811
02604	22	02	023	Pithon	75
02605	22	02	023	Pleine-Selve	180
02606	22	02	024	Le Plessier-Huleu	76
02607	22	02	024	Ploisy	82
02608	22	02	025	Plomion	477
02609	22	02	022	Ployart-et-Vaurseine	21
02610	22	02	024	Pommiers	637
02612	22	02	024	Pont-Arcy	129
02613	22	02	022	Pontavert	596
02614	22	02	023	Pontru	286
02615	22	02	023	Pontruet	339
02616	22	02	022	Pont-Saint-Mard	185
02617	22	02	022	Pouilly-sur-Serre	524
02618	22	02	023	Prémont	757
02619	22	02	022	Prémontré	769
02620	22	02	024	Presles-et-Boves	356
02621	22	02	022	Presles-et-Thierny	383
02622	22	02	021	Priez	50
02623	22	02	025	Prisces	114
02624	22	02	025	Proisy	318
02625	22	02	025	Proix	147
02626	22	02	022	Prouvais	379
02627	22	02	022	Proviseux-et-Plesnoy	116
02628	22	02	024	Puiseux-en-Retz	217
02629	22	02	025	Puisieux-et-Clanlieu	296
02631	22	02	022	Quierzy	459
02632	22	02	022	Quincy-Basse	58
02633	22	02	024	Quincy-sous-le-Mont	66
02634	22	02	022	Raillimont	90
02635	22	02	023	Ramicourt	171
02636	22	02	023	Regny	209
02637	22	02	023	Remaucourt	319
02638	22	02	022	Remies	239
02639	22	02	023	Remigny	390
02640	22	02	023	Renansart	169
02641	22	02	022	Renneval	132
02642	22	02	022	Résigny	175
02643	22	02	024	Ressons-le-Long	755
02644	22	02	024	Retheuil	387
02645	22	02	021	Reuilly-Sauvigny	229
02646	22	02	024	Révillon	70
02647	22	02	025	Ribeauville	82
02648	22	02	023	Ribemont	1984
02649	22	02	021	Rocourt-Saint-Martin	321
02650	22	02	025	Rocquigny	393
02651	22	02	022	Rogécourt	86
02652	22	02	025	Rogny	105
02653	22	02	021	Romeny-sur-Marne	487
02654	22	02	025	Romery	84
02655	22	02	021	Ronchères	130
02656	22	02	022	Roucy	404
02657	22	02	025	Rougeries	228
02658	22	02	023	Roupy	241
02659	22	02	023	Rouvroy	439
02660	22	02	022	Rouvroy-sur-Serre	44
02661	22	02	022	Royaucourt-et-Chailvet	198
02662	22	02	021	Rozet-Saint-Albin	286
02663	22	02	024	Rozières-sur-Crise	231
02664	22	02	021	Rozoy-Bellevalle	106
02665	22	02	024	Grand-Rozoy	293
02666	22	02	022	Rozoy-sur-Serre	1025
02667	22	02	024	Saconin-et-Breuil	221
02668	22	02	025	Sains-Richaumont	1005
02669	22	02	021	Saint-Agnan	101
02670	22	02	025	Saint-Algis	159
02671	22	02	022	Saint-Aubin	322
02672	22	02	024	Saint-Bandry	260
02673	22	02	024	Saint-Christophe-à-Berry	426
02674	22	02	025	Saint-Clément	51
02675	22	02	022	Sainte-Croix	139
02676	22	02	022	Saint-Erme-Outre-et-Ramecourt	1832
02677	22	02	021	Saint-Eugène	238
02678	22	02	022	Sainte-Geneviève	77
02679	22	02	021	Saint-Gengoulph	149
02680	22	02	022	Saint-Gobain	2337
02681	22	02	025	Saint-Gobert	309
02682	22	02	024	Saint-Mard	118
02683	22	02	025	Saint-Martin-Rivière	125
02684	22	02	025	Saint-Michel	3535
02685	22	02	022	Saint-Nicolas-aux-Bois	111
02686	22	02	022	Saint-Paul-aux-Bois	395
02687	22	02	024	Saint-Pierre-Aigle	352
02688	22	02	025	Saint-Pierre-lès-Franqueville	64
02689	22	02	022	Saint-Pierremont	62
02690	22	02	022	Sainte-Preuve	84
02691	22	02	023	Saint-Quentin	55978
02693	22	02	024	Saint-Rémy-Blanzy	234
02694	22	02	023	Saint-Simon	621
02695	22	02	024	Saint-Thibaut	63
02696	22	02	022	Saint-Thomas	97
02697	22	02	022	Samoussy	338
02698	22	02	024	Sancy-les-Cheminots	112
02699	22	02	021	Saponay	259
02701	22	02	021	Saulchery	658
02702	22	02	023	Savy	614
02703	22	02	023	Seboncourt	1079
02704	22	02	022	Selens	238
02705	22	02	022	La Selve	205
02706	22	02	024	Septmonts	580
02707	22	02	022	Septvaux	191
02708	22	02	023	Sequehart	227
02709	22	02	023	Serain	381
02710	22	02	023	Seraucourt-le-Grand	789
02711	22	02	024	Serches	313
02712	22	02	021	Sergy	164
02713	22	02	021	Seringes-et-Nesles	296
02714	22	02	024	Sermoise	319
02715	22	02	024	Serval	44
02716	22	02	022	Servais	282
02717	22	02	023	Séry-lès-Mézières	635
02718	22	02	021	Silly-la-Poterie	134
02719	22	02	022	Sinceny	2152
02720	22	02	022	Sissonne	2072
02721	22	02	023	Sissy	484
02722	22	02	024	Soissons	28646
02723	22	02	022	Soize	98
02724	22	02	021	Sommelans	57
02725	22	02	025	Sommeron	136
02726	22	02	023	Sommette-Eaucourt	158
02727	22	02	022	Sons-et-Ronchères	234
02728	22	02	025	Sorbais	272
02729	22	02	024	Soucy	88
02730	22	02	024	Soupir	305
02731	22	02	025	Le Sourd	162
02732	22	02	023	Surfontaine	103
02733	22	02	022	Suzy	307
02734	22	02	024	Taillefontaine	271
02735	22	02	024	Tannières	14
02736	22	02	024	Tartiers	190
02737	22	02	022	Tavaux-et-Pontséricourt	601
02738	22	02	022	Tergnier	14139
02739	22	02	024	Terny-Sorny	304
02740	22	02	025	Thenailles	255
02741	22	02	023	Thenelles	568
02742	22	02	022	Thiernu	110
02743	22	02	022	Le Thuel	170
02744	22	02	021	Torcy-en-Valois	83
02745	22	02	022	Toulis-et-Attencourt	133
02746	22	02	022	Travecy	643
02747	22	02	023	Trefcon	83
02748	22	02	021	Trélou-sur-Marne	985
02749	22	02	021	Troësnes	236
02750	22	02	022	Trosly-Loire	593
02751	22	02	022	Trucy	147
02752	22	02	023	Tugny-et-Pont	281
02753	22	02	025	Tupigny	364
02754	22	02	022	Ugny-le-Gay	163
02755	22	02	022	Urcel	549
02756	22	02	023	Urvillers	610
02757	22	02	025	Vadencourt	638
02758	22	02	024	Vailly-sur-Aisne	2081
02759	22	02	025	La Vallée-au-Blé	347
02760	22	02	025	La Vallée-Mulâtre	146
02761	22	02	022	Variscourt	214
02762	22	02	022	Vassens	172
02763	22	02	024	Vasseny	212
02764	22	02	022	Vassogne	66
02765	22	02	022	Vaucelles-et-Beffecourt	210
02766	22	02	024	Vaudesson	260
02767	22	02	024	Vauxrezis	334
02768	22	02	022	Vauxaillon	490
02769	22	02	025	Vaux-Andigny	959
02770	22	02	024	Vauxbuin	766
02771	22	02	024	Vauxcéré	112
02772	22	02	023	Vaux-en-Vermandois	137
02773	22	02	024	Vauxtin	51
02774	22	02	023	Vendelles	110
02775	22	02	023	Vendeuil	918
02776	22	02	023	Vendhuile	531
02777	22	02	021	Vendières	153
02778	22	02	022	Vendresse-Beaulne	117
02779	22	02	025	Vénérolles	216
02780	22	02	024	Venizel	1356
02781	22	02	021	Verdilly	436
02782	22	02	023	Le Verguier	224
02783	22	02	025	Grand-Verly	149
02784	22	02	025	Petit-Verly	188
02785	22	02	023	Vermand	1032
02786	22	02	022	Verneuil-sous-Coucy	130
02787	22	02	022	Verneuil-sur-Serre	271
02788	22	02	022	Versigny	467
02789	22	02	025	Vervins	2666
02790	22	02	022	Vesles-et-Caumont	234
02791	22	02	022	Veslud	257
02792	22	02	021	Veuilly-la-Poterie	138
02793	22	02	024	Vézaponin	131
02794	22	02	021	Vézilly	181
02795	22	02	024	Vic-sur-Aisne	1760
02796	22	02	021	Vichel-Nanteuil	95
02797	22	02	024	Viel-Arcy	181
02798	22	02	021	Viels-Maisons	1052
02799	22	02	024	Vierzy	440
02800	22	02	021	Viffort	333
02801	22	02	022	Vigneux-Hocquet	283
02802	22	02	022	La Ville-aux-Bois-lès-Dizy	180
02803	22	02	022	La Ville-aux-Bois-lès-Pontavert	114
02804	22	02	024	Villemontoire	210
02805	22	02	024	Villeneuve-Saint-Germain	2438
02806	22	02	021	Villeneuve-sur-Fère	286
02807	22	02	022	Villequier-Aumont	631
02808	22	02	023	Villeret	314
02809	22	02	021	Villers-Agron-Aiguizy	100
02810	22	02	024	Villers-Cotterêts	10317
02811	22	02	024	Villers-en-Prayères	122
02812	22	02	024	Villers-Hélon	222
02813	22	02	023	Villers-le-Sec	277
02814	22	02	025	Villers-lès-Guise	165
02815	22	02	023	Villers-Saint-Christophe	472
02816	22	02	021	Villers-sur-Fère	486
02817	22	02	024	Ville-Savoye	58
02818	22	02	021	Villiers-Saint-Denis	1051
02819	22	02	022	Vincy-Reuil-et-Magny	123
02820	22	02	022	Viry-Noureuil	1829
02821	22	02	022	Vivaise	768
02822	22	02	024	Vivières	400
02823	22	02	025	Voharies	68
02824	22	02	022	Vorges	378
02826	22	02	025	Voulpaix	405
02827	22	02	022	Voyenne	288
02828	22	02	024	Vregny	91
02829	22	02	024	Vuillery	32
02830	22	02	025	Wassigny	973
02831	22	02	025	Watigny	369
02832	22	02	025	Wiège-Faty	231
02833	22	02	025	Wimy	468
02834	22	02	022	Wissignicourt	150
03001	83	03	033	Abrest	2732
03002	83	03	032	Agonges	342
03003	83	03	031	Ainay-le-Château	1050
03004	83	03	033	Andelaroche	277
03005	83	03	031	Archignat	353
03006	83	03	033	Arfeuilles	677
03007	83	03	031	Arpheuilles-Saint-Priest	343
03008	83	03	033	Arronnes	361
03009	83	03	032	Aubigny	138
03010	83	03	031	Audes	452
03011	83	03	032	Aurouër	370
03012	83	03	032	Autry-Issards	356
03013	83	03	032	Avermes	3808
03014	83	03	033	Avrilly	153
03015	83	03	032	Bagneux	311
03016	83	03	032	Barberier	131
03017	83	03	033	Barrais-Bussolles	213
03018	83	03	032	Bayet	677
03019	83	03	032	Beaulon	1622
03020	83	03	031	Beaune-d'Allier	285
03021	83	03	033	Bègues	230
03022	83	03	031	Bellenaves	1015
03023	83	03	033	Bellerive-sur-Allier	8546
03024	83	03	033	Bert	267
03025	83	03	032	Bessay-sur-Allier	1388
03026	83	03	032	Besson	792
03027	83	03	031	Bézenet	987
03028	83	03	033	Billezois	392
03029	83	03	033	Billy	837
03030	83	03	033	Biozat	744
03031	83	03	031	Bizeneuille	283
03032	83	03	031	Blomard	207
03033	83	03	033	Bost	192
03034	83	03	033	Boucé	560
03035	83	03	033	Le Bouchaud	208
03036	83	03	032	Bourbon-l'Archambault	2571
03037	83	03	031	Braize	288
03038	83	03	032	Bransat	503
03039	83	03	032	Bresnay	395
03040	83	03	032	Bressolles	1026
03041	83	03	031	Le Brethon	342
03042	83	03	033	Le Breuil	542
03043	83	03	033	Broût-Vernet	1182
03044	83	03	033	Brugheas	1352
03045	83	03	033	Busset	829
03046	83	03	032	Buxières-les-Mines	1076
03047	83	03	031	La Celle	416
03048	83	03	031	Cérilly	1351
03049	83	03	032	Cesset	378
03050	83	03	033	La Chabanne	189
03051	83	03	031	Chambérat	311
03052	83	03	031	Chamblet	1073
03053	83	03	032	Chantelle	1072
03054	83	03	032	Chapeau	224
03055	83	03	031	La Chapelaude	981
03056	83	03	033	La Chapelle	382
03057	83	03	032	La Chapelle-aux-Chasses	213
03058	83	03	031	Chappes	193
03059	83	03	032	Chareil-Cintrat	348
03060	83	03	033	Charmeil	746
03061	83	03	033	Charmes	369
03062	83	03	032	Charroux	386
03063	83	03	033	Chassenard	961
03064	83	03	032	Château-sur-Allier	175
03065	83	03	032	Châtel-de-Neuvre	549
03066	83	03	033	Châtel-Montagne	412
03067	83	03	033	Châtelperron	149
03068	83	03	033	Châtelus	131
03069	83	03	032	Châtillon	322
03070	83	03	031	Chavenon	137
03071	83	03	033	Chavroches	277
03072	83	03	031	Chazemais	482
03073	83	03	032	Chemilly	633
03074	83	03	032	Chevagnes	701
03075	83	03	032	Chezelle	161
03076	83	03	032	Chézy	212
03077	83	03	031	Chirat-l'Église	137
03078	83	03	031	Chouvigny	235
03079	83	03	033	Cindré	322
03080	83	03	033	Cognat-Lyonne	655
03081	83	03	031	Colombier	316
03082	83	03	031	Commentry	6651
03083	83	03	032	Contigny	611
03084	83	03	031	Cosne-d'Allier	2213
03085	83	03	032	Coulandon	702
03086	83	03	032	Coulanges	305
03087	83	03	032	Couleuvre	581
03088	83	03	031	Courçais	322
03089	83	03	031	Coutansouze	131
03090	83	03	032	Couzon	298
03091	83	03	033	Créchy	487
03092	83	03	032	Cressanges	670
03093	83	03	033	Creuzier-le-Neuf	1033
03094	83	03	033	Creuzier-le-Vieux	3333
03095	83	03	033	Cusset	13370
03096	83	03	032	Deneuille-lès-Chantelle	91
03097	83	03	031	Deneuille-les-Mines	347
03098	83	03	031	Désertines	4348
03099	83	03	032	Deux-Chaises	413
03100	83	03	032	Diou	1502
03101	83	03	031	Domérat	8990
03102	83	03	032	Dompierre-sur-Besbre	3152
03103	83	03	033	Le Donjon	1080
03104	83	03	031	Doyet	1218
03105	83	03	033	Droiturier	357
03106	83	03	031	Durdat-Larequille	1286
03107	83	03	031	Ébreuil	1277
03108	83	03	031	Échassières	404
03109	83	03	033	Escurolles	729
03110	83	03	033	Espinasse-Vozelle	905
03111	83	03	031	Estivareilles	1124
03112	83	03	032	Étroussat	718
03113	83	03	033	Ferrières-sur-Sichon	560
03114	83	03	032	La Ferté-Hauterive	298
03115	83	03	032	Fleuriel	348
03116	83	03	032	Fourilles	213
03117	83	03	032	Franchesse	446
03118	83	03	033	Gannat	5806
03119	83	03	032	Gannay-sur-Loire	415
03120	83	03	032	Garnat-sur-Engièvre	718
03121	83	03	032	Gennetines	669
03122	83	03	032	Gipcy	224
03123	83	03	031	Givarlais	244
03124	83	03	032	Gouise	233
03125	83	03	033	La Guillermie	143
03126	83	03	033	Hauterive	1135
03127	83	03	031	Hérisson	648
03128	83	03	031	Huriel	2556
03129	83	03	031	Hyds	317
03130	83	03	031	Isle-et-Bardais	272
03131	83	03	033	Isserpent	503
03132	83	03	033	Jaligny-sur-Besbre	618
03133	83	03	033	Jenzat	517
03134	83	03	032	Laféline	191
03135	83	03	031	Lalizolle	376
03136	83	03	031	Lamaids	175
03137	83	03	033	Langy	239
03138	83	03	033	Lapalisse	3150
03139	83	03	033	Laprugne	362
03140	83	03	031	Lavault-Sainte-Anne	1200
03141	83	03	033	Lavoine	153
03142	83	03	033	Lenax	242
03143	83	03	031	Lételon	120
03144	83	03	033	Liernolles	246
03145	83	03	031	Lignerolles	697
